# UD, ID
8.545999999999999777e-03,0.000000000000000000e+00
4.792500000000000232e-02,0.000000000000000000e+00
8.724999999999999423e-02,0.000000000000000000e+00
1.257330000000000114e-01,0.000000000000000000e+00
1.640119999999999911e-01,0.000000000000000000e+00
2.031409999999999882e-01,0.000000000000000000e+00
2.428780000000000105e-01,0.000000000000000000e+00
2.812330000000000108e-01,0.000000000000000000e+00
3.216310000000000002e-01,0.000000000000000000e+00
3.595380000000000242e-01,0.000000000000000000e+00
3.983900000000000219e-01,0.000000000000000000e+00
4.393839999999999968e-01,0.000000000000000000e+00
4.783279999999999754e-01,0.000000000000000000e+00
5.195279999999999898e-01,0.000000000000000000e+00
5.559779999999999722e-01,0.000000000000000000e+00
5.984949999999999992e-01,0.000000000000000000e+00
6.397850000000000481e-01,0.000000000000000000e+00
6.742489999999999872e-01,0.000000000000000000e+00
7.108740000000000059e-01,0.000000000000000000e+00
7.499970000000000248e-01,0.000000000000000000e+00
7.936239999999999961e-01,0.000000000000000000e+00
8.296620000000000106e-01,0.000000000000000000e+00
8.735330000000000039e-01,0.000000000000000000e+00
9.113909999999999512e-01,0.000000000000000000e+00
9.475649999999999906e-01,0.000000000000000000e+00
9.851649999999999574e-01,0.000000000000000000e+00
1.033198000000000061e+00,0.000000000000000000e+00
1.062589999999999923e+00,0.000000000000000000e+00
1.108633999999999897e+00,0.000000000000000000e+00
1.151518000000000042e+00,0.000000000000000000e+00
1.187435999999999936e+00,0.000000000000000000e+00
1.227646999999999933e+00,0.000000000000000000e+00
1.274759999999999893e+00,0.000000000000000000e+00
1.297258999999999940e+00,0.000000000000000000e+00
1.343873000000000095e+00,0.000000000000000000e+00
1.390603999999999951e+00,0.000000000000000000e+00
1.417853000000000030e+00,0.000000000000000000e+00
1.461481999999999948e+00,0.000000000000000000e+00
1.500015000000000098e+00,0.000000000000000000e+00
1.544726999999999961e+00,0.000000000000000000e+00
1.578074999999999894e+00,0.000000000000000000e+00
1.620708999999999955e+00,0.000000000000000000e+00
1.653955000000000064e+00,1.862197392923649977e-08
1.690192999999999834e+00,1.861452513966480404e-05
1.720752999999999977e+00,4.616759776536312829e-05
1.746240999999999932e+00,9.331471135940410224e-05
1.769835000000000047e+00,1.484394785847299985e-04
1.799095000000000111e+00,1.911173184357541988e-04
1.821121999999999908e+00,2.511061452513966489e-04
1.843076999999999854e+00,3.129310986964618270e-04
1.867605000000000182e+00,3.731508379888268112e-04
1.893950999999999718e+00,4.281303538175046277e-04
1.912243000000000137e+00,4.957132216014897104e-04
1.934436999999999962e+00,5.584953445065177127e-04
1.956817999999999946e+00,6.218547486033519688e-04
1.977610000000000090e+00,6.880595903165734892e-04
1.998294000000000237e+00,7.547597765363128200e-04
2.019634999999999625e+00,8.215679702048417484e-04
2.041808999999999763e+00,8.837839851024209331e-04
2.062832999999999917e+00,9.513668528864059615e-04
2.081369000000000025e+00,1.027869646182495364e-03
2.103299000000000252e+00,1.093463687150837997e-03
2.124504999999999644e+00,1.159523277467411437e-03
2.145732000000000195e+00,1.226145251396648173e-03
2.165363000000000149e+00,1.299519553072625523e-03
2.186160000000000103e+00,1.368692737430167623e-03
2.204140000000000210e+00,1.446819366852886406e-03
2.227365999999999957e+00,1.508346368715083674e-03
2.247341000000000033e+00,1.578729981378026222e-03
2.267485000000000195e+00,1.649929236499068875e-03
2.287374999999999936e+00,1.721877094972067016e-03
2.307633000000000045e+00,1.792238361266294041e-03
2.328180999999999834e+00,1.860670391061452350e-03
2.347665000000000113e+00,1.934346368715083621e-03
2.369208000000000425e+00,1.999486033519552990e-03
2.387874000000000052e+00,2.075791433891992655e-03
2.407757000000000147e+00,2.147579143389199540e-03
2.426200999999999830e+00,2.226186219739292524e-03
2.449022999999999950e+00,2.286346368715083937e-03
2.468436999999999770e+00,2.362610800744878621e-03
2.489047000000000232e+00,2.431553072625698350e-03
2.508840999999999877e+00,2.505817504655493203e-03
2.527001000000000275e+00,2.582893854748603227e-03
2.550015000000000143e+00,2.644588454376164098e-03
2.568689000000000000e+00,2.721761638733705743e-03
2.589363000000000081e+00,2.792029795158286563e-03
2.610437000000000118e+00,2.863690875232774609e-03
2.630322000000000049e+00,2.937322160148975701e-03
2.650303000000000075e+00,3.007862197392923657e-03
2.673429999999999751e+00,3.076636871508379566e-03
2.691688000000000081e+00,3.149482309124767340e-03
2.711672999999999778e+00,3.221739292364990664e-03
2.733689000000000036e+00,3.286439478584729946e-03
2.752212000000000103e+00,3.365527001862197564e-03
2.773718999999999824e+00,3.431251396648044450e-03
2.794309000000000154e+00,3.503620111731843220e-03
2.813893000000000200e+00,3.574383612662942068e-03
2.830535999999999941e+00,3.652711359404096653e-03
2.848835000000000228e+00,3.726659217877094626e-03
2.871421999999999919e+00,3.795072625698323911e-03
2.892418000000000156e+00,3.863996275605213748e-03
2.911779999999999813e+00,3.936581005586592581e-03
2.933092999999999506e+00,4.005851024208566084e-03
2.953680999999999557e+00,4.069988826815642072e-03
2.972308999999999646e+00,4.144517690875232363e-03
2.992004999999999804e+00,4.218018621973929419e-03
3.011671000000000209e+00,4.288852886405959165e-03
3.030426999999999538e+00,4.375489757914339563e-03
3.052942999999999962e+00,4.435229050279329045e-03
3.071620000000000239e+00,4.507649906890130558e-03
3.090137000000000356e+00,4.575549348230911924e-03
3.112430999999999948e+00,4.644197392923649428e-03
3.130582999999999672e+00,4.720532588454375879e-03
3.150879999999999903e+00,4.790040968342644534e-03
3.169931999999999306e+00,4.867828677839851348e-03
3.191597000000000239e+00,4.926331471135940096e-03
3.215513000000000510e+00,4.979966480446927635e-03
3.248917000000000499e+00,5.009977653631284174e-03
3.270362999999999687e+00,5.077147113594041028e-03
3.281854000000000493e+00,5.176878957169459353e-03
3.307052000000000547e+00,5.226610800744878847e-03
3.330340000000000078e+00,5.288301675977653653e-03
3.345346000000000153e+00,5.375832402234636750e-03
3.370905999999999736e+00,5.431772811918063673e-03
3.373427999999999649e+00,5.566521415270018515e-03
3.400276999999999994e+00,5.613001862197392750e-03
3.430966000000000182e+00,5.644156424581004902e-03
