# UD, ID
1.882011000000000100e+00,6.075158286778398762e-04
1.890197000000000127e+00,7.232886405959031368e-04
1.898973000000000022e+00,8.370837988826816548e-04
1.905977000000000254e+00,9.548752327746740966e-04
1.910175999999999874e+00,1.083508379888268149e-03
1.918995000000000006e+00,1.197117318435754257e-03
1.922581000000000095e+00,1.328562383612663048e-03
1.928412999999999711e+00,1.453169459962756066e-03
1.920671999999999713e+00,1.626692737430167606e-03
1.937559999999999949e+00,1.711124767225325870e-03
1.941674000000000122e+00,1.841612662942271892e-03
1.945984000000000158e+00,1.971575418994413100e-03
1.953551000000000037e+00,2.090499068901303503e-03
1.958042999999999978e+00,2.219582867783985187e-03
1.954922999999999966e+00,2.376405959031657310e-03
1.967011000000000065e+00,2.478823091247672403e-03
1.971776000000000195e+00,2.605877094972067036e-03
1.960805000000000131e+00,2.791720670391061813e-03
1.974623999999999935e+00,2.886111731843575123e-03
1.970111999999999863e+00,3.048852886405959382e-03
1.986130999999999869e+00,3.133951582867784257e-03
1.988116999999999912e+00,3.274085661080074292e-03
1.991014999999999979e+00,3.407191806331471163e-03
1.994727000000000139e+00,3.538074487895716876e-03
1.998826999999999909e+00,3.668156424581005444e-03
2.000294000000000239e+00,3.809891992551210204e-03
2.003305000000000113e+00,3.944692737430167788e-03
2.008725000000000094e+00,4.070394785847299308e-03
2.012032000000000487e+00,4.204975791433892066e-03
2.011104999999999698e+00,4.355962756052141581e-03
2.013473999999999986e+00,4.492744878957169105e-03
2.016700000000000159e+00,4.629497206703910711e-03
2.020547000000000093e+00,4.761147113594040720e-03
2.026526000000000050e+00,4.889322160148976311e-03
2.026828000000000074e+00,5.040804469273743420e-03
2.028075999999999546e+00,5.181184357541899869e-03
2.040985000000000049e+00,5.281121042830540062e-03
2.049358000000000235e+00,5.411158286778398017e-03
2.043611000000000288e+00,5.562912476722532695e-03
2.041236000000000494e+00,5.715147113594040706e-03
2.050729999999999720e+00,5.836409683426442910e-03
2.051226999999999911e+00,5.973549348230912728e-03
2.051587999999999745e+00,6.121039106145251436e-03
2.061829000000000356e+00,6.236454376163873270e-03
2.060165999999999720e+00,6.382078212290502248e-03
2.057738000000000511e+00,6.534391061452513721e-03
2.063471999999999973e+00,6.656283054003724053e-03
2.068577999999999584e+00,6.788823091247672865e-03
2.071247000000000060e+00,6.920789571694599754e-03
2.074748999999999732e+00,7.056558659217877436e-03
2.072319000000000244e+00,7.214338919925511462e-03
2.078722000000000403e+00,7.329385474860334974e-03
2.080507000000000328e+00,7.467255121042830172e-03
2.085021999999999931e+00,7.598461824953444896e-03
2.071309000000000289e+00,7.791512104283053984e-03
2.089265999999999845e+00,7.871210428305399839e-03
2.093565999999999594e+00,8.002294227188082656e-03
2.094372000000000344e+00,8.142860335195529348e-03
2.093249999999999833e+00,8.289184357541898654e-03
2.097516999999999854e+00,8.418554934823090433e-03
2.098079000000000249e+00,8.561072625698324182e-03
2.103130999999999862e+00,8.690085661080074533e-03
2.105068000000000605e+00,8.825068901303537161e-03
2.095645000000000202e+00,9.005255121042830477e-03
2.107666000000000484e+00,9.106026070763500666e-03
2.104759999999999742e+00,9.264506517690875020e-03
2.114936999999999845e+00,9.372342644320299024e-03
2.115238999999999869e+00,9.519296089385474724e-03
2.121278000000000219e+00,9.641553072625699480e-03
2.122941000000000411e+00,9.784145251396647591e-03
2.125619999999999621e+00,9.915523277467410898e-03
2.127665999999999613e+00,1.005486778398510285e-02
2.120211999999999986e+00,1.022771322160149002e-02
2.130792000000000019e+00,1.033387709497206840e-02
2.134675000000000100e+00,1.046471508379888220e-02
