# TIME, TIK, DC, UA, U1, IL, Iset, ERROR, U3, U4
2.384185791015625000e-07,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.050000000000000000e+01,0.000000000000000000e+00
3.925197124481201172e+00,0.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000083e-02,5.000000000000000278e-02,0.000000000000000000e+00,2.050000000000000000e+01,0.000000000000000000e+00
4.593568325042724609e+00,0.000000000000000000e+00,1.500000000000000000e+01,8.000000000000000167e-02,1.000000000000000056e-01,1.000000000000000056e-01,2.050000000000000000e+01,0.000000000000000000e+00
5.328476190567016602e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.199999999999999956e-01,1.499999999999999944e-01,1.499999999999999944e-01,2.050000000000000000e+01,0.000000000000000000e+00
6.033653259277343750e+00,0.000000000000000000e+00,2.500000000000000000e+01,1.600000000000000033e-01,2.000000000000000111e-01,3.900000000000000133e-01,2.050000000000000000e+01,0.000000000000000000e+00
6.760304689407348633e+00,0.000000000000000000e+00,3.000000000000000000e+01,1.900000000000000022e-01,2.500000000000000000e-01,5.400000000000000355e-01,2.050000000000000000e+01,0.000000000000000000e+00
7.466029167175292969e+00,0.000000000000000000e+00,3.500000000000000000e+01,2.200000000000000011e-01,2.899999999999999800e-01,6.400000000000000133e-01,2.050000000000000000e+01,0.000000000000000000e+00
8.307250738143920898e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.600000000000000089e-01,3.400000000000000244e-01,7.299999999999999822e-01,2.050000000000000000e+01,0.000000000000000000e+00
9.130745410919189453e+00,0.000000000000000000e+00,4.500000000000000000e+01,2.899999999999999800e-01,3.800000000000000044e-01,1.370000000000000107e+00,2.050000000000000000e+01,0.000000000000000000e+00
9.728154182434082031e+00,0.000000000000000000e+00,5.000000000000000000e+01,3.300000000000000155e-01,4.299999999999999933e-01,1.959999999999999964e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.055447673797607422e+01,0.000000000000000000e+00,5.500000000000000000e+01,3.599999999999999867e-01,4.699999999999999734e-01,2.979999999999999982e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.119637298583984375e+01,0.000000000000000000e+00,6.000000000000000000e+01,3.900000000000000133e-01,5.100000000000000089e-01,4.400000000000000355e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.203213500976562500e+01,0.000000000000000000e+00,6.500000000000000000e+01,4.199999999999999845e-01,5.500000000000000444e-01,5.280000000000000249e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.261637783050537109e+01,0.000000000000000000e+00,7.000000000000000000e+01,4.500000000000000111e-01,5.899999999999999689e-01,5.620000000000000107e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.344246459007263184e+01,0.000000000000000000e+00,7.500000000000000000e+01,4.799999999999999822e-01,6.300000000000000044e-01,5.959999999999999964e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.404349541664123535e+01,0.000000000000000000e+00,8.000000000000000000e+01,5.100000000000000089e-01,6.700000000000000400e-01,6.209999999999999964e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.487775707244873047e+01,0.000000000000000000e+00,8.500000000000000000e+01,5.400000000000000355e-01,7.099999999999999645e-01,6.450000000000000178e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.549254703521728516e+01,0.000000000000000000e+00,9.000000000000000000e+01,5.600000000000000533e-01,7.399999999999999911e-01,6.500000000000000000e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.632815122604370117e+01,0.000000000000000000e+00,9.500000000000000000e+01,5.899999999999999689e-01,7.800000000000000266e-01,6.940000000000000391e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.691357088088989258e+01,0.000000000000000000e+00,1.000000000000000000e+02,6.099999999999999867e-01,8.100000000000000533e-01,7.280000000000000249e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.771151781082153320e+01,0.000000000000000000e+00,1.050000000000000000e+02,6.400000000000000133e-01,8.499999999999999778e-01,7.620000000000000107e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.832954883575439453e+01,0.000000000000000000e+00,1.100000000000000000e+02,6.600000000000000311e-01,8.800000000000000044e-01,8.310000000000000497e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.913014674186706543e+01,0.000000000000000000e+00,1.150000000000000000e+02,6.899999999999999467e-01,9.200000000000000400e-01,9.189999999999999503e+00,2.050000000000000000e+01,0.000000000000000000e+00
1.976209139823913574e+01,0.000000000000000000e+00,1.200000000000000000e+02,7.099999999999999645e-01,9.499999999999999556e-01,9.730000000000000426e+00,2.050000000000000000e+01,0.000000000000000000e+00
2.054659914970397949e+01,0.000000000000000000e+00,1.250000000000000000e+02,7.399999999999999911e-01,9.799999999999999822e-01,1.022000000000000064e+01,2.050000000000000000e+01,0.000000000000000000e+00
2.121091198921203613e+01,0.000000000000000000e+00,1.300000000000000000e+02,7.600000000000000089e-01,1.010000000000000009e+00,1.094999999999999929e+01,2.050000000000000000e+01,0.000000000000000000e+00
2.194451951980590820e+01,0.000000000000000000e+00,1.350000000000000000e+02,7.800000000000000266e-01,1.050000000000000044e+00,1.158000000000000007e+01,2.050000000000000000e+01,0.000000000000000000e+00
2.258308506011962891e+01,0.000000000000000000e+00,1.400000000000000000e+02,8.100000000000000533e-01,1.080000000000000071e+00,1.177999999999999936e+01,2.050000000000000000e+01,0.000000000000000000e+00
